,stock A,Stock B,Cointegration coefficient,Correlation coefficient
491,ICE,MMC,0.04418215373330571,0.9795760286697713
492,BRO,MMC,0.0442388349614114,0.985684029371676
493,WMT,HSY,0.04426635071348567,0.9398113032648457
494,AIZ,BRO,0.04446234359089519,0.955089887529789
495,HUM,ABT,0.04449069640044665,0.9377439311432021
496,UNP,TDY,0.04456178219402081,0.972231952749397
497,MCHP,TYL,0.044643281657317305,0.9366609241507932
498,MAR,BKNG,0.044737451310368506,0.9202851088653448
499,SNPS,LRCX,0.04488033346120667,0.9722048409900761
500,XEL,SRE,0.044960497457088675,0.940582177770114
501,CNC,ABMD,0.044988657724240926,0.9066254662900783
502,EW,ZTS,0.04503214081776518,0.9840642569744892
503,GPC,APTV,0.04532924223852464,0.871068573055741
504,SBUX,PHM,0.04534758920740611,0.9140190338801434
505,JNJ,COO,0.04535893383884499,0.9573554310993286
506,ZBRA,ENPH,0.045413216337288315,0.9296524492535834
507,CB,JPM,0.04541537125957617,0.9350331716296241
508,MTD,PKI,0.045441251948294174,0.9837449566976654
509,J,EXPD,0.0455361765365822,0.9496374567742408
510,CMG,TSCO,0.04579345178256622,0.9357795956074311
511,LDOS,LMT,0.046083498308816216,0.9599425465452546
512,ABBV,WAT,0.04624510925652311,0.9037040798527978
513,KO,WMT,0.046377871266733726,0.9095886330720117
514,TT,FAST,0.04639699434078687,0.9671055829524536
515,DIS,CMCSA,0.04650471011192463,0.9399526059517093
516,CDAY,NLOK,0.04659500866915711,0.8903518477124515
517,D,SRE,0.04661828411987011,0.9252580887207528
518,PEG,DTE,0.04676204402747339,0.9794880343683395
519,RJF,CB,0.047009519800706306,0.9176243295617256
520,ROK,XYL,0.04705937419991666,0.9604842626042065
521,ACN,ADI,0.04720606782150351,0.9835933105970955
522,MCD,TJX,0.04737236720285797,0.9387021484173064
523,A,LLY,0.04747307869694331,0.9632711383306753
524,AMP,SIVB,0.04752856891514726,0.9593016274582771
525,SLB,BKR,0.047532665462923375,0.9319619333707002
526,CDNS,TYL,0.04760256390516354,0.9739813316661641
527,MTD,BIO,0.0478914325932626,0.9773255775134877
528,IQV,STE,0.04881246373562722,0.9749584259137726
529,MPWR,ENPH,0.04881605915682475,0.9345471353558803
530,ILMN,IQV,0.048941055245260295,0.9323452815914869
531,NSC,HON,0.048974605092416364,0.9738368517390252
532,PWR,JCI,0.0491681776755061,0.9495778681862935
533,TXN,APH,0.049184845237131125,0.9876551206020903
534,IEX,ALLE,0.04944399467166832,0.961975458671243
535,DAL,UAL,0.049527433143478274,0.8959251538658849
536,CMCSA,TMUS,0.04956431439252992,0.9575592038685804
537,AKAM,TER,0.0496090404219195,0.8746262122855262
538,ILMN,MDT,0.04964554897654197,0.8893263287153601
539,FRC,BLK,0.049662188609045685,0.9673694330819403
540,GRMN,HD,0.04990777201820827,0.9429627713142007
541,PAYC,AAPL,0.050048022056394866,0.9584510799020808
542,PNR,JCI,0.05005057846306219,0.9217946621006999
543,ILMN,ZTS,0.05006834125759961,0.9232351315986959
544,JBHT,UPS,0.050247462864635856,0.9286918321474519
545,CB,BAC,0.05025342713509867,0.9133259177090574
546,ADBE,TYL,0.05026756242169577,0.9751657312816914
547,NTRS,FITB,0.05031669433917439,0.9351091743201096
548,EMR,PH,0.050404096910685675,0.9559338568833082
549,BK,KEY,0.05053281657476167,0.9015143799013015
550,PAYC,CDNS,0.05057130487548065,0.978654577534258
551,ABBV,JNJ,0.05060092199554905,0.9309152007542403
552,D,AWK,0.050799026010713635,0.9113825143115923
553,TYL,AAPL,0.05094630525176681,0.9717709531886667
554,ALL,NTRS,0.0510098443951872,0.9309591764513572
555,USB,CB,0.05113361800962395,0.8932001009087028
556,LNT,AEE,0.05116957465782938,0.9919605207611344
557,ADSK,SNPS,0.05120901684703052,0.9762446904369438
558,ALL,RE,0.05122151361498233,0.9142644735595818
559,RJF,FRC,0.05141943815406837,0.9644617980267528
560,FIS,CTXS,0.051519190329947825,0.9336700256317602
561,CNC,ILMN,0.0516151573245334,0.8670452728774308
562,CRM,MSFT,0.051731133667251954,0.9732448826650797
563,CTVA,PKG,0.05175583550091084,0.9420340937872631
564,EW,IQV,0.0518523499552965,0.9731437738810901
565,DOW,LYB,0.05192201265502752,0.9703207573926326
566,COO,DGX,0.051972165976434385,0.927370084109877
567,ADP,CRM,0.052169730753398154,0.9404966615584468
568,NXPI,ENPH,0.05221568318548245,0.8745257323124833
569,TRV,RE,0.05222109070526153,0.9285423192711172
570,AMT,ARE,0.052361420741894746,0.9719361146719415
571,MAS,XYL,0.05250088428639702,0.9255316291585383
572,SCHW,RF,0.052665563306230616,0.9684982298223443
573,HOLX,IDXX,0.05285513413916266,0.9244267161522952
574,CRM,XLNX,0.05292045258765684,0.9444348587631054
575,TRMB,STX,0.05335107065794957,0.8841366613589274
576,ABBV,ANTM,0.0534486163924985,0.9269393299948082
577,XYL,EMR,0.0534920407720358,0.9343692853324519
578,ORCL,STX,0.053542372036299156,0.890479517278039
579,APTV,EBAY,0.05361865458731573,0.9169396436173723
580,XOM,EOG,0.05383591918454275,0.8519327741877649
581,CFG,HBAN,0.053939210841094674,0.975016444488721
582,BBY,EBAY,0.054017319117876744,0.9229849009579149
583,KMX,AZO,0.054075583140944475,0.9015992946379089
584,MRNA,COO,0.05419811839656125,0.8455595086450807
585,ZBRA,KLAC,0.05447629917116293,0.9804568498016158
586,ZBH,DGX,0.054595471263663986,0.8528505917097833
587,LYB,EMN,0.05461953671941942,0.8910932658017009
588,GD,MMM,0.05476177249278891,0.9041314201004416
589,LOW,GRMN,0.05478139063362613,0.9555239852418969
590,EBAY,LOW,0.05487314984863629,0.9539178466790494
591,NXPI,TRMB,0.054906682905679134,0.8902019447332122
592,EA,ATVI,0.0549509456247476,0.9585506313032431
593,BBY,NVR,0.0550445692418639,0.9575877843865627
594,AME,NSC,0.05520677135437856,0.979007724560445
595,ALL,ICE,0.055261037842161576,0.9449958371332108
596,MDLZ,HSY,0.0552868167775616,0.9480240066251562
597,ARE,EQIX,0.05546099726510225,0.9707493658229314
598,CL,COST,0.05563733696106699,0.8645592481688774
599,RSG,WM,0.05583869575517742,0.9960686108384053
600,ADI,CDNS,0.05586878597718502,0.9694831449325205
601,NLSN,GE,0.056053062035794826,0.9341605718174013
602,TRMB,ENPH,0.05626843381921982,0.9008582790666034
603,ORCL,KLAC,0.056327841663439716,0.9489993761823132
604,SYY,KO,0.05648269448562967,0.9270462449013677
605,GPC,TGT,0.05674468610676948,0.8507020839694365
606,INTC,BR,0.05687308836508999,0.9043685189184507
607,WEC,XEL,0.056922836889818904,0.9948573750721735
608,EFX,UPS,0.05696118309851776,0.9054620853443104
609,HUM,COO,0.05700798390917384,0.9313047036647568
610,ALGN,WAT,0.05705619273103915,0.9410141912445168
611,PH,ROK,0.05710703526568372,0.9703299258619994
612,VRSN,INTC,0.05714319373566125,0.9248277195850361
613,KMX,BBY,0.05734931882739219,0.9056985218464092
614,NSC,CTAS,0.05742013527337399,0.9714034801163041
615,MET,PNC,0.057458944576965,0.9025304120058751
616,AEE,SRE,0.05745922687552058,0.9455358101146253
617,NSC,J,0.05749497658030079,0.9580856920831404
618,FISV,VRSN,0.057781708460599414,0.9686053719356733
619,AVGO,TYL,0.05789948335992485,0.9578460128498608
620,MCD,YUM,0.05806713938995767,0.9709831888852276
621,HOLX,EW,0.05814666467336974,0.9151957350945925
622,AME,EXPD,0.05845670139413868,0.969316516635891
623,HON,EXPD,0.058535375427515614,0.9658872378410831
624,TDG,UNP,0.05857516324416331,0.9577331250515482
625,TFC,RE,0.05863830420750598,0.8935080834256923
626,SCHW,PNC,0.05865449086322949,0.9740945097309879
627,TXN,BR,0.05876446597622144,0.9746538215565997
628,NLOK,MCHP,0.05879652466238249,0.8831008709763424
629,EW,ANTM,0.05918466249369684,0.9448436860281556
630,AVGO,ACN,0.05938849113839528,0.9795270209447816
631,ADSK,ANSS,0.0594363054927367,0.9856319825404016
632,ZBRA,SNPS,0.05947736661374565,0.9719584206730371
633,IDXX,RMD,0.05961427570859262,0.976063309389047
634,NLOK,LRCX,0.059618487999712866,0.8990844183735412
635,COO,MRK,0.05965515272795139,0.9224812303253008
636,CB,NDAQ,0.05966882704877088,0.8708982302371632
637,HBAN,KEY,0.05977297109501513,0.9754539474312124
638,RE,ZION,0.05982575234274114,0.8578437886449982
639,AEE,PEG,0.05986678750666613,0.9696249764845807
640,CRM,CDW,0.05990536831889669,0.9548701151012841
641,DPZ,AMZN,0.060013567651469917,0.9773623171998427
642,ILMN,JNJ,0.06013622635858665,0.8859324543803897
643,AEP,D,0.06029371791281459,0.9531723580699533
644,AVB,PSA,0.06054040338459124,0.8708232638345218
645,BAC,RJF,0.060595179781404496,0.976046777796127
646,FAST,ODFL,0.06071062268864112,0.9790780154782328
647,BSX,BAX,0.06071835783586397,0.9517012657063424
648,MDT,UNH,0.061359399657284826,0.9484795082453927
649,LLY,STE,0.06147019673040914,0.9472926030191041
650,IQV,BIO,0.06154231240347518,0.9610234343410594
651,APA,SLB,0.061629432833474,0.9392726409677509
652,BIO,STE,0.061637410528835736,0.9679746113076652
653,JPM,AIZ,0.061731873241672335,0.9501287186977545
654,CRM,TYL,0.061769711732498685,0.9607220386976466
655,TJX,DG,0.06179146387841492,0.9343711339949134
656,ZBRA,TER,0.06185182126778436,0.9660162368723607
657,XLNX,PAYX,0.061936367994163063,0.9542017738640993
658,IR,JCI,0.06195206698402878,0.8960343410101118
659,APTV,POOL,0.062139777595053056,0.9077403328224838
660,MDLZ,COST,0.06216114283747964,0.950880907257848
661,WEC,ETR,0.062390654652312985,0.9636631349315747
662,CDW,TXN,0.062392535224321075,0.9790879596088687
663,PGR,WRB,0.062425657449888566,0.957394101348611
664,MRNA,IQV,0.06247344982581706,0.9037443386391389
665,UPS,ROK,0.06284167913794583,0.9179372888435734
666,EQR,ESS,0.06294910243578833,0.9761123781590433
667,KEY,RJF,0.0630818311139193,0.9234376367130511
668,ORCL,AMAT,0.06312620287386643,0.9546483440613195
669,ALGN,ANTM,0.06321828479688789,0.922367844722519
670,RJF,MET,0.06331602817175538,0.913651599957214
671,TT,PH,0.06351077500233547,0.9638644494069827
672,DIS,CHTR,0.0635304258359418,0.8845061785271369
673,ICE,AJG,0.0637035309749246,0.9742984662431219
674,EMR,URI,0.06377321957517222,0.958035903207787
675,GRMN,DG,0.06381949259643552,0.9420020636658603
676,PFE,ALGN,0.06396478650200507,0.8835033251127575
677,RJF,TFC,0.0640013463469437,0.9520749560258734
678,BKNG,HD,0.0640053239910686,0.8344412544466209
679,ALGN,HCA,0.06440954599143082,0.9327463600755852
680,EXPD,CTAS,0.06443638423877139,0.9646103502871182
681,APH,MCHP,0.06466614182250878,0.9807517692595881
682,SO,NEE,0.06468473348909455,0.9514841195299139
683,GPC,NKE,0.06469696040574752,0.8569967579694117
684,ALGN,UNH,0.06471159501907679,0.944626018565893
685,PCAR,IEX,0.06474002924904654,0.9246207038633705
686,WRB,AON,0.0647530720125793,0.9663249362207457
687,HSY,EL,0.0647743035195642,0.9428148232046821
688,SRE,AWK,0.06484475920888416,0.9037946545019806
689,TDG,CSX,0.06510520734809228,0.9366483139954794
690,TER,CRM,0.06510699507612948,0.9297832677271511
691,ED,PNW,0.06518439478728281,0.9676130275527348
692,MSCI,MCO,0.06518646182402382,0.9849069035987664
693,DTE,AEE,0.06521027626757928,0.9738611957148186
694,PEG,DUK,0.06538511659244468,0.954946075473748
695,ISRG,STE,0.06548958019233697,0.9730226852798329
696,NXPI,NLOK,0.06549414507611925,0.8768940203693552
697,MRNA,MTD,0.06551713186340048,0.9204167663387639
698,ROST,DLTR,0.06555289130712645,0.824470157204087
699,DGX,HUM,0.06564952690078558,0.9341720102018989
700,AMGN,SYK,0.06601726873316607,0.9164960221996289
701,PPG,BLL,0.06624069166781492,0.8252067010049157
702,MSCI,NDAQ,0.06626460652534083,0.9840702725335347
703,XYL,PH,0.0662910504080974,0.9520426877086917
704,BK,L,0.0664987391824405,0.8049725789716229
705,CDW,TER,0.06686864205102194,0.9375599672070463
706,TRV,CINF,0.06689605273867325,0.9307597259242009
707,ALLE,HON,0.06690204780525495,0.9698530487456519
708,SYF,SIVB,0.06709602630959248,0.8367715020870689
709,MCHP,HPQ,0.06712670989058918,0.91553638172495
710,JNJ,EW,0.06720498464520389,0.9410182506373304
711,FISV,JKHY,0.0672136692559296,0.9558106248944028
712,MAS,CTAS,0.06726627202468005,0.9478100448753957
713,IR,KSU,0.06734582645022162,0.9183043717872118
714,PKI,IQV,0.06740331687260077,0.9727979536762984
715,VRSK,UNP,0.06741735685531934,0.9548670824974093
716,AIZ,FRC,0.06745370595655677,0.9572365621551807
717,AMGN,ILMN,0.06781799519221712,0.88668429627517
718,JNJ,ISRG,0.06799426839966456,0.9529855399800262
719,TDG,NSC,0.06803701306431849,0.9570698648818862
720,EXPD,RSG,0.06815978963044737,0.9589768788758178
721,WAT,ANTM,0.06817853987428833,0.9324654061050832
722,MDT,COO,0.06828727065167728,0.9588658315666462
723,EMR,TT,0.0684378932421416,0.9278300431607005
724,NKE,LEN,0.06867866298687643,0.9067632871301501
725,DOV,EXPD,0.06868680179238215,0.9648955413553393
726,AKAM,QCOM,0.06874282970571231,0.8563224285654495
727,SYK,HUM,0.0688770510033226,0.9413921375856752
728,WM,TDG,0.06907538385789252,0.9644369204790431
729,INFO,ROK,0.0691646779108934,0.964551950319458
730,NSC,XYL,0.06922710553269934,0.9611254821979651
731,AMGN,COO,0.0692969670473146,0.9155697075975883
732,ORCL,ENPH,0.06971161355918065,0.8642612247246428
733,QRVO,TER,0.06974434491307065,0.9628880208302768
734,XYL,J,0.06974921288751226,0.9431774909841931
735,HIG,KEY,0.06979080740383962,0.8944491618337392
736,PWR,URI,0.06988561896552493,0.9597600281769714
737,KEYS,ADP,0.07002615369845278,0.9560369854019755
738,ILMN,HCA,0.07002957223878271,0.909478473705774
739,LH,WST,0.07007884208144857,0.9291181283332954
740,TT,EXPD,0.07014157113241642,0.9737315215437813
741,HIG,MET,0.07065635819431391,0.8666610993139802
742,SCHW,KEY,0.07076553367420067,0.9356215311145738
743,IR,JBHT,0.071126464779489,0.9040469076394961
744,DFS,RJF,0.07113514532208175,0.9283843879397986
745,CDAY,KLAC,0.07150866530925683,0.9338825834764962
746,ROL,PCAR,0.07152871989749182,0.9060755189502334
747,HLT,EBAY,0.0718303688310505,0.881752488982121
748,HPQ,TEL,0.07183411361357926,0.9330511818455622
749,ETSY,CZR,0.0718681606692377,0.9038361021399769
750,RMD,TECH,0.0720021515146995,0.964777763170803
751,AWK,DUK,0.0724266063474464,0.9593262194538504
752,KMX,ORLY,0.07270495490600423,0.8976004753074587
753,PFE,COO,0.07282948940832691,0.9090907117511158
754,PAYC,TYL,0.07291765956128847,0.9710399362108966
755,NKE,HD,0.07313060400145209,0.9641340682328944
756,AVB,UDR,0.07324521536482473,0.975506268892499
757,MDT,IDXX,0.0733144703353257,0.934186185824051
758,ALLE,MAS,0.07337544738587816,0.930573264718821
759,NLOK,TER,0.0735231834687995,0.8851223464503234
760,HOLX,BIO,0.07359725116487759,0.9334055380844875
761,USB,KEY,0.07370642095322212,0.9572348378977585
762,OTIS,ROP,0.07428965744640756,0.9195845193847773
763,WU,FISV,0.07438331451308779,0.9095295970736809
764,KMX,GPC,0.07439463442937513,0.8603331661025589
765,DGX,IDXX,0.07446752218011869,0.9241917080140126
766,ORCL,MPWR,0.07450691660236868,0.9497631637441345
767,DPZ,LOW,0.07461821447090879,0.9392336876872689
768,WU,V,0.07462777495360379,0.8789755143395511
769,GPC,TSCO,0.07489376027975701,0.8439993939731851
770,CTLT,DHR,0.07510507494431559,0.980640503608895
771,ROK,DE,0.07513407876238878,0.95156180914739
772,CDNS,CRM,0.07518579363183105,0.9623865470896238
773,NXPI,MPWR,0.07520096243464616,0.9189607149755754
774,DTE,DUK,0.0753039643653937,0.9703322820152649
775,ZBH,CRL,0.07532741652910752,0.8213294191948598
776,J,PCAR,0.07534639816292295,0.9156557972837582
777,ALGN,IDXX,0.07550906421572814,0.9600232871047721
778,PH,EXPD,0.07560556288077916,0.9499892705179015
779,CDAY,MSFT,0.07563797388198375,0.9616119452108958
780,CCI,EQIX,0.0756580145536815,0.9758289549776644
781,MAA,DRE,0.07573646881079335,0.9742702089938461
782,RMD,ANTM,0.07596001133454974,0.9183662329666398
783,PKI,RMD,0.07600681430077506,0.969707862349232
784,MRNA,STE,0.07633458671777439,0.8479923494146686
785,RMD,MTD,0.07634585833639775,0.9643678254183801
786,PXD,EOG,0.07645983509157303,0.832008499522574
787,ABBV,BIO,0.07668742599799377,0.9071966444269561
788,AON,MSCI,0.07671665852929406,0.9583567060508137
789,ZBH,PKI,0.07675024717666987,0.8396218116649224
790,DPZ,TJX,0.07689584531396135,0.9274037399358335
791,HD,PHM,0.0769662937311509,0.9534593249784125
792,ADSK,MSFT,0.07703905574337734,0.9797965923892241
793,CME,GL,0.07707071546050341,0.9390527425656781
794,ISRG,ALGN,0.07730674743625529,0.9576777896547755
795,TDG,LHX,0.07740081399144151,0.9471501545919879
796,APTV,LOW,0.07784529923020699,0.9182019173526406
797,KEYS,CDW,0.07818756180497416,0.9797648496068891
798,IDXX,IQV,0.07825924581317616,0.9742997340155947
799,RF,KEY,0.07826954569284589,0.9731196404887656
800,AIZ,WRB,0.07845357663157555,0.9559711941480435
801,WM,HON,0.07856536094191384,0.973613916352454
802,BDX,TFX,0.07868353083654439,0.9464352255210634
803,TMUS,FB,0.07872929831061193,0.9631809698193673
804,CB,MMC,0.07874016136317641,0.8994403762528357
805,HOLX,DHR,0.07913199835630069,0.9331152591206365
806,PAYC,TXN,0.0792671219179159,0.9556702821357523
807,ROP,NSC,0.07937157782806209,0.963341754677319
808,CLX,HRL,0.07954210044956972,0.9438967462259423
809,TT,DOV,0.0797801116986474,0.9779414821560154
810,INTU,PAYX,0.0798566953065391,0.9708112920481436
811,UPS,EMR,0.08006122684129946,0.8922161754478667
812,TEL,AMAT,0.08018139560980025,0.9611840752443601
813,FRC,NDAQ,0.08020128190164227,0.9694903190524046
814,ZTS,PKI,0.08045585298730168,0.9662149693680732
815,DPZ,MCD,0.08049709461236332,0.940979028537301
816,CDNS,ORCL,0.08051884983948049,0.9450966709296371
817,C,MTB,0.08067247897125829,0.8982184023825158
818,HIG,HBAN,0.08093743137675002,0.9041707403920064
819,PCAR,DOV,0.08127051848055361,0.9208793731546998
820,PNR,KSU,0.08132081890214271,0.8893546729579203
821,MKC,HRL,0.08144203402793737,0.9395511945148025
822,BLK,SIVB,0.08153181251389946,0.9521345505424376
823,TER,AVGO,0.0815649732468624,0.9562858099262967
824,APH,INTU,0.08157707351222149,0.9648508160026253
825,FBHS,PWR,0.0816569635713531,0.8650941434079685
826,NXPI,KLAC,0.08196338847381412,0.9347572267973101
827,TEL,NXPI,0.0820765322965234,0.9399706949585037
828,ITW,PCAR,0.08220137605148103,0.944986441867192
829,ABBV,COO,0.08226120089774674,0.8978910645724594
830,PAYC,AVGO,0.08234839647667735,0.9493650419826829
831,AKAM,ADSK,0.08265916860971056,0.8791500385057186
832,HBAN,CB,0.08278215636398534,0.8815377092498025
833,PCAR,DE,0.0830117541623388,0.914123493203831
834,TJX,HLT,0.08309494148500057,0.9266241125158805
835,APTV,TSLA,0.08313326240635882,0.8863156875831146
836,KO,PG,0.08326357914627047,0.9289365566737604
837,ROK,J,0.08344973329741112,0.9339041932989318
838,MCHP,LRCX,0.08346873649829806,0.9589435676328594
839,LNC,PBCT,0.08352473779698077,0.8790707213820319
840,IEX,WM,0.08371175400115644,0.9778950543637888
841,EW,PFE,0.08371641212388786,0.9011947690086698
842,A,UNH,0.08440621372929169,0.9529679815297264
843,HOLX,TMO,0.08456755385501108,0.9362213822425047
844,NKE,BBY,0.0846285354871375,0.9394586717481436
845,TJX,PHM,0.08467961235178234,0.9114449525867651
846,NVR,PHM,0.08473350922209005,0.9624927287812924
847,ALLE,EXPD,0.08477359248287769,0.9380344727348141
848,ADSK,MSI,0.08503435468067944,0.9432422427892826
849,FRT,SPG,0.08506936153723221,0.9083678789193633
850,AMD,KLAC,0.08508959309494113,0.9646561938446008
851,AMAT,TRMB,0.08511229068055554,0.9559323513115188
852,TRV,ICE,0.08542093993858701,0.879613714548804
853,SCHW,GS,0.08545367726519842,0.9444356467288204
854,UNP,ROP,0.08560902976574952,0.9669359412924441
855,AME,TT,0.0856515330239247,0.9755242403826693
856,MCO,SPGI,0.08569403171963608,0.9957815282248101
857,STE,PFE,0.08578993938938007,0.8883596809242351
858,UNP,AME,0.08583895200661468,0.9716808349571332
859,QCOM,AAPL,0.08592585122038554,0.947223017711653
860,ANSS,TYL,0.08618562968914173,0.9774717680223894
861,FB,NFLX,0.08628100149056639,0.9350353624379786
862,TMUS,DIS,0.08638619012619786,0.8939471645289895
863,MA,V,0.08653013941121801,0.99563204063184
864,GPN,CTXS,0.08653056137122356,0.9245346357127264
865,A,ALGN,0.08658201801088877,0.9599354816985136
866,PWR,KSU,0.08664530423060207,0.9547528171509481
867,ADSK,TYL,0.08675284058693117,0.96818054624289
868,CL,MDLZ,0.08688721996460314,0.8976329245631103
869,RMD,A,0.0869575091975262,0.9693708505126338
870,NKE,EBAY,0.08717575304004338,0.9263676437032199
871,PTC,TXN,0.08724124288077184,0.9435870302368182
872,PFE,LLY,0.08726364402824538,0.861076210312742
873,CDW,TYL,0.08752926036827174,0.9528343551969664
874,MNST,MDLZ,0.0875616742351662,0.9115187840304719
875,SNPS,NOW,0.0875970584144447,0.9907461714993546
876,ARE,DLR,0.0876052449746576,0.9621799027388735
877,USB,TRV,0.08762459589004956,0.8908547396868441
878,PSX,VLO,0.08781071187963002,0.9354209725428886
879,TRV,BAC,0.08785824024086553,0.9140625420271685
880,EXPD,NSC,0.0880123787289952,0.9615537852902716
881,EBAY,GPC,0.0880181133410266,0.8293407485849535
882,TYL,KLAC,0.08806853311913354,0.9658204140239244
883,ALLE,PCAR,0.08806902879083617,0.8915490424066179
884,CFG,SCHW,0.0880901751209418,0.9554997763385937
885,ABBV,ILMN,0.08810505798294949,0.8901367037299833
886,CL,GIS,0.08811567649460922,0.8171716597877705
887,YUM,BKNG,0.08831733570683775,0.8673350535525907
888,ANTM,IQV,0.08834493090054546,0.9632097954063594
889,TER,ORCL,0.08838641355504334,0.9188794320011334
890,CTLT,IDXX,0.08868507605282616,0.9727817201724009
891,MDLZ,KO,0.0887611865293153,0.9412264117360019
892,ADBE,NOW,0.08891117895190637,0.9864507202104036
893,MKC,KO,0.08919001297054346,0.924144805100436
894,ANET,NTAP,0.08920187212640085,0.9261186106130307
895,IR,EFX,0.08934954810031215,0.8569974035851375
896,XLNX,MSI,0.08943111801974934,0.9494810994822798
897,ADI,MCHP,0.089496536404221,0.9797055796679907
898,LLY,MTD,0.08952696811509547,0.9518723888682571
899,EBAY,PHM,0.08953665200135447,0.9149898443951108
900,TECH,IDXX,0.08961063178815426,0.9839721257916006
901,POOL,GRMN,0.08977276142069945,0.9729474316068075
902,ABBV,CNC,0.09007835343530468,0.8929719558079353
903,CZR,LEN,0.0901308180715672,0.8765066513270275
904,AON,NDAQ,0.0904823184437148,0.967340628740498
905,RMD,IQV,0.09062371779999334,0.9614536227672752
906,IR,FBHS,0.0906433690328935,0.8907549886839502
907,KMB,PG,0.0906719831786083,0.9063351189016636
908,RSG,XYL,0.09085898079852117,0.9697706984357849
909,TT,KSU,0.0912357427274999,0.9561001017314974
910,CRM,NOW,0.0912676151900525,0.9754068261054952
911,AXP,TROW,0.09135598935784534,0.9329386301845465
912,BDX,CNC,0.09140813398897069,0.9393249562735185
913,HUM,HOLX,0.0914853803325722,0.8986277418416104
914,BK,LNC,0.09170157319664007,0.880817138177006
915,ROP,VRSK,0.09206174706209841,0.9754212805001894
916,HPQ,AMAT,0.09214059716663231,0.906906709263817
917,CBOE,NTRS,0.09227139919491706,0.9007673885083086
918,WEC,AEP,0.09231202236280645,0.979126894042091
919,NSC,ALLE,0.0923244217189168,0.9413894412751815
920,PBCT,USB,0.09232909112150695,0.9050098944000793
921,CB,SCHW,0.09254206035423168,0.8802062978126531
922,LOW,TGT,0.09266328967889709,0.9533591403523631
923,MTCH,DIS,0.09272978565532763,0.9129138410202958
924,C,ALL,0.09283756004564814,0.8341953215556048
925,HON,TDG,0.09298146523829454,0.9620123867133311
926,AFL,CBOE,0.09299621246271067,0.9010504537595058
927,TFC,ZION,0.09315767664838198,0.9682489641878822
928,RE,PGR,0.09325402241428288,0.8150796534598008
929,CDAY,MPWR,0.09328544996775862,0.948341528126774
930,CFG,HIG,0.09330845919284975,0.8906958382618857
931,INFO,EFX,0.09339124325983955,0.9354347593563322
932,HCA,TECH,0.09361189605784231,0.9565033924775862
933,BR,MSI,0.09380247125000402,0.9591246788702689
934,ESS,AVB,0.09415601103893023,0.9764177998397676
935,JNJ,TFX,0.09423697386889884,0.9528089640742922
936,NXPI,SWKS,0.09442689058929205,0.9561260803508269
937,CRM,SNPS,0.09454117810133406,0.9610837409101207
938,ZTS,BIO,0.09456584234383852,0.9785924642927859
939,CARR,IEX,0.09467381495167504,0.9532086428610547
940,INTC,CTXS,0.09510287419363617,0.9250738604817652
941,SBUX,KMX,0.09536560628468965,0.9100388266995743
942,MS,GS,0.0954373322578349,0.9776703476303349
943,TYL,AMD,0.09574758030107122,0.9642331835525643
944,GRMN,GPC,0.0960261697811447,0.8692337338108518
945,DE,FBHS,0.09622542618640895,0.8995249123801486
946,HCA,LH,0.09625594613714611,0.9386687787765884
947,CB,ICE,0.09630172151145777,0.8859925379761279
948,CHRW,HON,0.0963131867099733,0.8714594372671588
949,GPC,AZO,0.09642035464714976,0.8690115333522452
950,CI,DGX,0.09661182917110384,0.8600370723017143
951,TFX,ZBH,0.09674090776371957,0.8576757643742215
952,J,UPS,0.0968298786632878,0.9072210528781869
953,ED,EVRG,0.09711615077565466,0.926100605137176
954,CI,AMGN,0.09720067758905637,0.8552768987612416
955,MET,BLK,0.09729566503323689,0.8427475962217694
956,HSY,PEP,0.09763179960745483,0.9525191806247516
957,HIG,DFS,0.09781267796688908,0.8707715105668615
958,RSG,J,0.09790837654154949,0.9245342587698973
959,MSFT,ORCL,0.09791781264887817,0.9452201333989315
960,CHRW,LDOS,0.09837537968901594,0.8148353789917866
961,MSI,ADI,0.09840038990238531,0.965552663301747
962,AFL,RE,0.0984886158845989,0.9040961182259727
963,CZR,AMZN,0.09860204903567987,0.8993588987946676
964,PGR,ICE,0.09860989604520537,0.9778369288308237
965,ANSS,TXN,0.09882295011907138,0.9684861788181103
966,AVGO,SNPS,0.09885342037809552,0.9646041977004235
967,ROL,SWK,0.09886281841097488,0.897118800282537
968,ALGN,IQV,0.0989284354962709,0.9393578535698665
969,JPM,TRV,0.09905201601132435,0.9330273874338918
970,TXN,ADBE,0.0990563462371104,0.974310066823735
971,EQR,WELL,0.09920866170591269,0.923945427722224
972,HD,EBAY,0.09933348752127191,0.944313580959533
973,CZR,HLT,0.0993840101327404,0.9542566903028794
974,FAST,AME,0.0994135138341779,0.9658211451438828
975,OTIS,TXT,0.09953955501835954,0.9537939369943114
976,MDT,WAT,0.09960487764293824,0.9192377508366996
977,ROST,MCD,0.0996191392033306,0.9494283800054718
978,DRI,GPC,0.09962673050398219,0.8738842776378141
979,J,UNP,0.09975024396455756,0.9409553547067275
