Asset A,Asset B,t-score,p-value,1% CV,5% CV,10% CV,Hurst Exponent,Half-life,Times Crossing the Mean,Dummy Same Label,Dummy Same Sector
MMM,CDW,-3.8566317669746426,0.011373257929015817,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18987490352660616,156.45433665857846,19,0,0
CNC,MMM,-4.113122017082348,0.004920607899635511,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1852840538704734,-344.9130803019465,15,0,0
MMM,CRL,-4.42195597330226,0.001640629762868043,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.166584299044384,-169.8639102017956,13,0,0
MMM,SCHW,-3.4315416804741488,0.0389659802672801,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17446498715049782,-1033.593840855403,31,0,0
MMM,CINF,-4.179289343972274,0.003920347260262705,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20141319694716628,-1006.8276278775651,19,0,0
MMM,GLW,-3.610134924994527,0.023802908611185426,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.13280162584135252,-847.5478800438739,19,0,0
MMM,CTVA,-3.8364770730922846,0.012111310347503634,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14430364314818964,-790.7340034371708,25,0,0
CTRA,MMM,-3.6613760096069856,0.02052792911694193,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14706167403033252,-444.8562577942765,13,0,0
MMM,CSX,-3.489805534215921,0.03330986879715838,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.16922160432581854,-1603.0386673274484,29,0,1
DHI,MMM,-3.4567840431888306,0.036423535456020305,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.13370376160022404,1671.2402802193224,30,0,0
XRAY,MMM,-3.5727010802722194,0.026472145176969948,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1620991367017607,-786.4123587519838,19,0,0
MMM,DOV,-3.959532069361608,0.008194578868301713,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19010158443853584,699.1151526699846,30,0,1
MMM,DRE,-3.703980116824617,0.018110624955740468,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1398261409133981,-539.461379120944,15,0,0
MMM,ETN,-4.099702572177796,0.005149879393999977,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1963457196727825,591.3020751768257,16,0,1
ECL,MMM,-3.7994733756268633,0.013577778336107793,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19246598004279974,195.25516247178388,26,0,0
MMM,EXPD,-3.921297300535379,0.009268198319535686,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14324631648361863,-1408.4520385561705,31,0,1
MMM,EXR,-4.868108634590662,0.0002856354473985743,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.10845474114787447,720.6120915455776,32,0,0
FLT,MMM,-3.971562841265545,0.007880673090469456,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1495639817682663,558.655789301796,18,0,0
MMM,FCX,-3.70720486119118,0.017938228541639848,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17113039616533868,-1051.5998811178301,37,0,0
AJG,MMM,-3.560083454632163,0.0274279992395135,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1668321006525729,636.7364602621154,34,0,0
MMM,GRMN,-3.8798368729992716,0.010573305387549947,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.16677372482596348,601.5298064916205,30,0,0
MMM,GNRC,-3.990639186887832,0.007405080428262686,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18596433311103203,-2176.213310809979,15,0,1
GPC,MMM,-3.9076679062390003,0.00968036813362969,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17149300589531494,-13511.898208839828,31,0,0
GPN,MMM,-3.4941311728727573,0.03291920514182362,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1890525332756319,42.720770253835944,28,0,0
MMM,HIG,-3.6716258311498087,0.01992205840329935,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.13662305771979755,-1093.69273702278,21,0,0
PEAK,MMM,-5.780963554860182,4.746328995325108e-06,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1338656451999931,-543.6437934322854,19,0,0
HSIC,MMM,-3.39232809841147,0.04320975728603812,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1723810899781248,-597.4580253338634,21,0,0
MMM,HSY,-3.7484713012754325,0.01585568436258657,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14929517129277428,5340.450000837025,21,0,0
MMM,HLT,-3.6963771759629256,0.018522828551340926,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18555611449063011,1054.9718548623007,20,0,0
MMM,HPQ,-4.464949197779107,0.001397548313169029,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14993452437407195,-753.3573574380964,19,0,0
MMM,IR,-3.360862395732525,0.04688721288022246,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1571365919294993,-775.9218020131893,35,0,1
MMM,IVZ,-3.736696429326102,0.016427076160366857,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1466809138705425,-734.2436438676018,27,0,0
MMM,IQV,-4.458569965439156,0.001431361173371825,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1939561705249043,15.72993320967409,27,0,0
MMM,IRM,-3.435765716115482,0.038530437958539644,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.13035802591836776,-642.1264629997651,13,0,0
MMM,JBHT,-3.9132588078723805,0.009509347932419095,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1411403125691524,136.66452107263353,21,0,1
MMM,J,-5.139453082917879,9.0493271121868e-05,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15200867492698356,1300.1141708078478,24,0,1
MMM,JCI,-4.588047425400907,0.0008744366548860829,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15777668874595094,-1194.8630726782305,37,0,1
LEN,MMM,-3.993941013331638,0.007325441196190711,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14346814121309018,1237.6485395683092,26,0,0
LKQ,MMM,-3.6437318132300196,0.0216084634659003,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15466629134846377,-792.9126097205449,19,0,0
MMM,L,-3.696170181859203,0.01853416473353722,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15885949098803023,-696.9397032119213,31,0,0
MMC,MMM,-3.383774108223639,0.04418490302796723,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1524063273543596,-766.6335514179982,17,0,0
MA,MMM,-3.957139729811265,0.008258323739564147,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18739973232837684,-789.4153542612379,21,0,0
MMM,MDT,-3.4842325661307227,0.03381896827937921,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.173873941231107,-1019.4551104391029,39,0,0
FB,MMM,-3.7598354851224474,0.015320872361989446,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.126661648138313,1313.1198547346623,25,0,0
MMM,MET,-3.5769953565709907,0.026153421813951683,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1638734556651007,-956.3206646932607,25,0,0
MMM,MGM,-3.9438100994978678,0.008621727315985064,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.13328017066803005,-977.3904970227825,31,0,0
MMM,MSFT,-4.3287730829165865,0.0023082260846629165,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14922009803824235,371.4602012630521,35,0,0
MMM,MAA,-4.250276275153718,0.003056981160504156,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1304426744744014,819.9846118251824,29,0,0
MOH,MMM,-4.135682243221157,0.004556033921360262,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18529658013524278,126.4771912455248,23,0,0
MMM,MOS,-3.942747007361994,0.00865131951481732,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15698267891372603,-834.0547949215238,29,0,0
MMM,NDAQ,-3.435534616945202,0.03855416059990811,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17428740792738287,285.24835476011293,36,0,0
NFLX,MMM,-3.3466550660511216,0.04863054244743822,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15025414423688738,1129.8320366442385,34,0,0
MMM,NWSA,-3.9232327156999354,0.009210961791658045,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14214437890486928,-739.3896635290143,19,0,0
MMM,NWS,-3.601708037236549,0.02438262419681185,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1459599460055153,-697.3309157002217,21,0,0
NDSN,MMM,-3.3581344049181756,0.04721788633938574,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.22069535766069248,106.47253410266278,24,0,1
MMM,NTRS,-4.048385012457969,0.006119070849243832,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.12773417684701155,-839.8758450660204,25,0,0
MMM,NUE,-4.4202652325021585,0.0016509485617523724,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.16180344190039986,-1746.0068480268737,35,0,0
ORLY,MMM,-3.3677706956337525,0.04605838232529799,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18328739344595313,-588.9342108520613,19,0,0
MMM,ODFL,-4.903314626783173,0.00024693362953697525,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14447393651946105,358.8584832768459,27,0,1
MMM,ORCL,-4.418674457667364,0.001660712308655533,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15919731292799552,-662.1519685560495,21,0,0
MMM,PNR,-3.5592529507662847,0.027491939350163964,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17707318514601567,-1035.7570468200965,35,0,1
MMM,PM,-3.8715375800583685,0.010853451041090752,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14090057543991916,-537.7762659438565,21,0,0
MMM,PRU,-3.886910033407082,0.010339660392044436,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17267480372939886,-2274.16352104401,37,0,0
MMM,PSA,-4.002149471728653,0.007130792671200246,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14524137728683095,3037.524949858425,19,0,0
MMM,PWR,-4.201978611402847,0.0036227240094596253,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15925156713687222,1489.1159770695197,19,0,1
MMM,RJF,-3.93850339057499,0.008770355306965948,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1625854317548353,810.3721053002263,13,0,0
MMM,RHI,-3.36475005506005,0.046419281930091906,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.16892595020115214,-3029.366160027668,27,0,1
RCL,MMM,-3.592882051294463,0.025002811984774366,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20461601422519318,3437.8257023448973,30,0,0
MMM,STX,-3.694734328575352,0.01861296728356343,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1554597528743183,-1619.4825851000955,27,0,0
SWKS,MMM,-3.60127578170102,0.024412686183436276,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1567469870505921,26.81457988804644,27,0,0
SJM,MMM,-3.940818931173614,0.008705222141848252,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.13798220792158017,-355.7196679658752,17,0,0
MMM,LUV,-4.534799890706739,0.0010729475316464143,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.13072847803010612,-1034.3257727050982,35,0,1
MMM,SBUX,-3.764281019747142,0.01511602241409934,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.13005885710890633,-2157.4869660986533,23,0,0
STT,MMM,-3.342471778867086,0.049153929687198596,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1571524736183388,-586.1495549567046,15,0,0
TROW,MMM,-3.5378469224839555,0.029184606768443207,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19511324826844764,81.32076342255363,19,0,0
MMM,TXN,-4.104321691666371,0.005069886661399512,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.10525927415346416,41.60909427467581,15,0,0
MMM,TXT,-3.9518638736085276,0.008400479274459562,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14084949533538277,-1122.8217951517734,41,0,1
MMM,TRMB,-4.03322054888731,0.0064355795464945175,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14120092906746567,-21570.258503385412,37,0,0
MMM,TWTR,-3.399513700988279,0.04240451164175808,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1838951090034512,-1965.69356797086,35,0,0
MMM,TSN,-3.8200677577439888,0.01274331429015372,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.12398867221009617,-567.1808283303245,23,0,0
MMM,USB,-3.5998050968058846,0.02451520713162283,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.16049879263765385,-742.9084149020897,17,0,0
UAL,MMM,-3.7260812480534216,0.016957611841104874,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14789954676919143,-850.510160971769,39,0,1
MMM,UNH,-4.197228091432272,0.003683267535163895,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17740220955279895,-594.3462163801249,23,0,0
VTR,MMM,-3.587883412364153,0.02536004997781993,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14084517135613214,-788.7203050649837,29,0,0
VRSN,MMM,-3.5874876677308105,0.025388519455413892,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.12712255003349895,63.876172560563774,13,0,0
V,MMM,-4.361058256916563,0.0020527008742218344,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1816978107224666,170.59404117843476,36,0,0
MMM,VMC,-3.4196306788327093,0.04021641744225313,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.22001084953343578,111.44047805452728,17,0,0
WM,MMM,-3.465073800576648,0.03561967425244501,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.13278366931358235,-978.5374836713758,27,0,1
MMM,WAT,-3.3853071968357678,0.04400879953150705,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2403103125688069,-413.7684916012634,13,0,0
WELL,MMM,-4.89593921507915,0.00025460423145690677,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.13074890613123574,-911.176524326396,27,0,0
MMM,WRK,-3.390764895697853,0.04338661110343414,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.16328886891828284,-788.0039551237087,35,0,0
WMB,MMM,-3.681039997723762,0.019379365888985485,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15299998459859587,-529.2074565723462,13,0,0
WTW,MMM,-3.5518605802762386,0.028066724766434462,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1920853515687601,136.89510877488215,31,0,0
MMM,YUM,-3.6750370773615186,0.019723902030542712,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.12144189525012938,-707.6898742439611,33,0,0
ZBH,MMM,-3.778314348824572,0.014485115946429837,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1926596794175568,82.93112749244509,39,0,0
AOS,ABT,-3.5366312221078746,0.029283352960722434,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2033529553952298,933.2201422915874,48,0,0
AOS,ADM,-3.449809710901768,0.03711162797350347,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19155145468882956,113.15489174663114,33,0,0
AON,AOS,-4.005107836678919,0.00706179314024444,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2079595732660704,-2198.090492772104,35,0,0
WRB,AOS,-4.284596093040172,0.0027056658272497725,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14010756496946206,108.84181014021684,34,0,0
CPB,AOS,-3.5866427311005737,0.025449395439919455,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15066940867541392,146.30129089754527,17,0,0
AOS,CDW,-3.9018467084749093,0.009861352455156737,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20489481005072707,-273.7749145036432,17,0,0
AOS,CINF,-5.098543445462876,0.00010804185007496709,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20375869589123333,286.1358961511868,12,0,0
AOS,DRE,-3.37528524852244,0.04517063288255388,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18195628504489295,-397.85366516523084,15,0,0
ECL,AOS,-3.7658974971844517,0.015042135750878085,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17604453488632185,-2362.3951792366383,31,0,0
AOS,EXR,-4.753700670869115,0.00045501555156718794,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15399641346095086,-460.99265792743114,23,0,0
FLT,AOS,-3.926360615541935,0.009119129044037656,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.13928624741895013,-1351.098260725237,23,0,0
AOS,F,-3.4060210811057074,0.04168610072117136,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.16306698310533654,-420.8274223299436,19,0,0
GPC,AOS,-3.7449386683310055,0.016025246661987257,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18794267678505894,-576.1084182787885,25,0,0
HAS,AOS,-3.468866063336177,0.0352569572108931,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14302652071958652,289.46137743943774,39,0,0
PEAK,AOS,-4.510607701918706,0.0011764206184718725,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15797773720116962,-321.5386672508103,27,0,0
AOS,HSY,-3.8902032640751227,0.010232457838918315,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2038203363589658,957.6890633661601,30,0,0
AOS,HPQ,-3.6514504510429324,0.02112984316286005,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1810237988067822,-1063.8381753172223,25,0,0
INCY,AOS,-3.57179321553476,0.026539952891370056,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19636142641989887,109.8456005147076,17,0,0
AOS,IVZ,-4.153628137570709,0.004283820112092344,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1784845052698055,-816.9778085948498,35,0,0
AOS,JCI,-3.971554909214525,0.007880876436801194,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19634696304688234,135.14288652073716,13,0,1
AOS,LH,-4.019446348301267,0.006735835631324299,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2142689309988617,-355.9504120376021,19,0,0
MA,AOS,-3.4985248413113106,0.03252638212133356,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19283952086800893,-604.0756032792483,23,0,0
FB,AOS,-3.7310189197044323,0.016708990664941675,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17223068452039697,-614.987473601085,15,0,0
MSFT,AOS,-3.4326010831015212,0.03885635865392278,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1934610252927451,-589.1735957177245,31,0,0
AOS,MAA,-4.074851372896269,0.0056002939664661225,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14841167564221114,-1008.7370099031364,29,0,0
MOH,AOS,-4.255185420372075,0.00300427911428278,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1682656362412047,-528.3241044308057,17,0,0
AOS,MOS,-3.4442654199321847,0.0376664062406917,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20738202407165823,-2295.7742090337174,17,0,0
NFLX,AOS,-3.4700104859659278,0.03514811153824632,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15617635111214814,60875.83555397232,36,0,0
AOS,NWSA,-3.6353431087494146,0.022139274002010108,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1697183959005492,-866.7759713601919,17,0,0
AOS,NWS,-3.359570514277332,0.0470435688105076,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18128531794224306,-677.2246832714368,25,0,0
AOS,NTRS,-3.813667864951467,0.01299762628945379,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1942611560287941,999.2407379758788,20,0,0
AOS,ORCL,-3.716611252685615,0.017443535760687034,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21118515203363922,30.538579351583827,24,0,0
PPL,AOS,-3.6600243696246997,0.020609009252421394,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15532608138178686,-233.60330759231599,23,0,0
AOS,PSA,-3.882832056036786,0.01047379751507152,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19616516931788852,-571.1501001003933,21,0,0
DGX,AOS,-3.855647841296435,0.011408337374869095,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1986052738638276,1544.3219676876254,28,0,0
ROP,AOS,-3.347060076682202,0.04858011490358532,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.24570290083455915,-880.197162315393,25,0,1
RCL,AOS,-3.479119202900713,0.034291861998942984,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.23237689520239363,45.98750066035905,15,0,0
SRE,AOS,-3.3484589174043267,0.048406277963867,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20916750154305055,515.728636072094,25,0,0
SWKS,AOS,-3.77627319505934,0.014575412870537083,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18424382136794534,-386.15461494372846,17,0,0
SJM,AOS,-3.804664835714876,0.01336298955220156,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15496757314038484,362.1605365999528,28,0,0
AOS,LUV,-4.234267502500047,0.0032348080794299084,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20580977855420549,122.51970479321199,20,0,1
AOS,TPR,-3.394243958075908,0.04299382420658705,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2504739742728936,798.1924906606174,14,0,0
AOS,TWTR,-3.6364523773208868,0.022068440785467665,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2298117587835786,39.045123132776574,15,0,0
AOS,UAA,-3.566274646415125,0.02695534738039576,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18307689565819116,-560.3087031114288,29,0,0
AOS,UA,-3.4080996495408065,0.04145877949510589,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18266483243771667,-475.81781212429235,29,0,0
UAL,AOS,-3.4441460262898924,0.03767842939645594,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19154173053010307,105.47589666160144,23,0,1
AOS,UNH,-3.4576281854030317,0.036340985656476296,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1747383258033097,-554.4315932805806,15,0,0
VTR,AOS,-3.463066449061903,0.03581294171462077,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18641048108985558,103.6861885697422,26,0,0
VRSN,AOS,-3.7749891236014035,0.014632472029886087,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1721219788483019,599.0103167851302,21,0,0
V,AOS,-3.838834305757966,0.012022846408929573,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1967072418463745,-1032.7070519404756,33,0,0
WELL,AOS,-4.007019154006964,0.00701753561013402,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18495539141308837,22.63778947360252,31,0,0
WMB,AOS,-3.565965681949539,0.02697876779560465,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19253070267280076,-300.75576648231305,13,0,0
WTW,AOS,-3.7496075228235806,0.01580148341921767,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20457870942629305,-3118.5427914583693,31,0,0
ADM,ABT,-4.094637479503197,0.00523891430902871,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2021573503340087,4501.450487117239,36,0,0
ABT,AES,-4.008628059047155,0.006980474933620854,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1799000594226696,-1838.302931707732,23,0,0
AMCR,ABT,-4.085222276279874,0.005408145437278796,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20023095371450725,-786.6146098156122,17,0,0
ABT,BBWI,-3.5158691531308444,0.031014314032872168,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20287303211064023,362.55534671793777,21,0,0
BBY,ABT,-3.3673886141094913,0.04610390382049758,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.16542296819919727,11.55842032743267,20,0,0
BWA,ABT,-3.605763510137608,0.024102130817821178,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1961615809743403,3001.2607081245505,22,0,0
BMY,ABT,-3.573491520204994,0.026413229047413077,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2143459120003167,-549.2966153434083,17,0,1
BRO,ABT,-3.502452351567038,0.032178611211772255,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21993979844558773,-1297.0728548071975,27,0,0
